id,created_at,updated_at,headline,summary,author,source,symbols,url
32676776,2023-06-01T17:35:17Z,2023-06-01T17:35:18Z,10 Information Technology Stocks With Whale Alerts In Today's Session, ,Benzinga Insights,benzinga,"AAPL,ANET,CRWD,INTC,MARA,MU,NVDA,PLTR,SNOW,TEAM",https://www.benzinga.com/markets/options/23/06/32676776/10-information-technology-stocks-with-whale-alerts-in-todays-session
32695929,2023-06-02T17:35:17Z,2023-06-02T17:35:18Z,10 Information Technology Stocks With Whale Alerts In Today's Session, ,Benzinga Insights,benzinga,"AAPL,AI,AMD,BOX,MSFT,MU,NTNX,NVDA,TSM,ZS",https://www.benzinga.com/markets/options/23/06/32695929/10-information-technology-stocks-with-whale-alerts-in-todays-session
32713144,2023-06-05T12:03:43Z,2023-06-05T12:03:43Z,"Wells Fargo Maintains Overweight on Micron Technology, Raises Price Target to $82",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32713144/wells-fargo-maintains-overweight-on-micron-technology-raises-price-target-to-82
32718289,2023-06-05T15:17:30Z,2023-06-05T15:17:31Z,Micron Technology Unusual Options Activity For June 05, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/markets/options/23/06/32718289/micron-technology-unusual-options-activity-for-june-05
32719336,2023-06-05T16:04:24Z,2023-06-05T16:04:25Z,"Citigroup Reiterates Buy on Micron Technology, Maintains $75 Price Target",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32719336/citigroup-reiterates-buy-on-micron-technology-maintains-75-price-target
32719573,2023-06-05T16:58:59Z,2023-06-05T16:59:00Z,Micron Moves to Top Spot in Citi's Semiconductor Rankings as China's Soft Demand Dampens Semiconductor Market,"
	Citi analyst Christopher Danely spent this week meeting with companies in Taiwan. 
",Anusuya Lahiri,benzinga,"AMD,MU,NVDA",https://www.benzinga.com/news/23/06/32719573/micron-moves-to-top-spot-in-citis-semiconductor-rankings-as-chinas-soft-demand-dampens-semiconductor
32740725,2023-06-06T15:16:57Z,2023-06-06T15:16:58Z,Micron Technology Unusual Options Activity, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/markets/options/23/06/32740725/micron-technology-unusual-options-activity
32746154,2023-06-06T19:30:25Z,2023-06-06T19:30:26Z,"If You Invested $1000 In This Stock 10 Years Ago, You Would Have $5,200 Today", ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/32746154/if-you-invested-1000-in-this-stock-10-years-ago-you-would-have-5-200-today
32757218,2023-06-07T13:01:28Z,2023-06-07T13:01:29Z,"Micron Enables Computationally Intensive AI, Data Analytics And Memory-Focused Workloads With High-Capacity, High-Performance RDIMM Memory Solutions",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32757218/micron-enables-computationally-intensive-ai-data-analytics-and-memory-focused-workloads-with-high-ca
32758098,2023-06-07T13:27:49Z,2023-06-07T16:29:02Z,Micron shares are trading higher after the company announced volume production availability of high-capacity 96GB DDR5 RDIMMs in speeds up to 4800MT/s.,,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/wiim/23/06/32758098/micron-shares-are-trading-higher-after-the-company-announced-volume-production-availability-of-high
32773803,2023-06-08T09:47:20Z,2023-06-08T09:47:21Z,Micron Technology Filed U.S. Patent Application #20230176739 Artificial Intelligence Accelerator,,Charles Gross,benzinga,MU,https://www.benzinga.com/news/23/06/32773803/micron-technology-filed-u-s-patent-application-20230176739-artificial-intelligence-accelerator
32778096,2023-06-08T13:10:38Z,2023-06-08T13:10:39Z,Micron Signs Virtual Purchase Agreement With Terra-Gen; Micron Will Receive ~178 Megawatts Of Wind Electricity Capacity And Associated Renewable Energy Certificates Annually,,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32778096/micron-signs-virtual-purchase-agreement-with-terra-gen-micron-will-receive-178-megawatts-of-wind-ele
32778974,2023-06-08T14:21:56Z,2023-06-08T14:21:57Z,Micron Inks 178-Megawatt Wind Power Agreement With Terra-Gen,Micron Technology Inc (NASDAQ: MU) has signed a ,Akanksha Bakshi,benzinga,MU,https://www.benzinga.com/markets/equities/23/06/32778974/micron-inks-178-megawatt-wind-power-agreement-with-terra-gen
32785379,2023-06-08T19:21:50Z,2023-06-08T19:21:51Z,Micron Stock Is Trading Down Today: What's Going On?,"Micron Technology, Inc. (NASDAQ: MU) shares are down Thursday, pulling back from recent strength.",Ryan Gustafson,benzinga,MU,https://www.benzinga.com/news/23/06/32785379/micron-stock-is-trading-down-today-whats-going-on
32815342,2023-06-12T13:08:52Z,2023-06-12T13:08:52Z,"Micron, STEMM Opportunity Alliance And National Science Foundation Advance New Workforce Development Collaborations",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32815342/micron-stemm-opportunity-alliance-and-national-science-foundation-advance-new-workforce-development
32816265,2023-06-12T13:53:15Z,2023-06-12T13:53:16Z,"Deutsche Bank Maintains Hold on Micron Technology, Raises Price Target to $65",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32816265/deutsche-bank-maintains-hold-on-micron-technology-raises-price-target-to-65
32820524,2023-06-12T17:01:05Z,2023-06-12T17:01:05Z,15 Analysts Have This to Say About Micron Technology, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/analyst-ratings/23/06/32820524/15-analysts-have-this-to-say-about-micron-technology
32821130,2023-06-12T17:35:21Z,2023-06-12T17:35:22Z,10 Information Technology Stocks With Whale Alerts In Today's Session, ,Benzinga Insights,benzinga,"AAPL,AMD,AVGO,FLEX,INTC,MSFT,MU,NVDA,TSM,ZM",https://www.benzinga.com/markets/options/23/06/32821130/10-information-technology-stocks-with-whale-alerts-in-todays-session
32888947,2023-06-16T11:50:55Z,2023-06-16T11:53:28Z,Micron Plans To Inject $600M In Chinese Chip-Packaging Plant Amid Beijing Restrictions,U.S.,Vandana Singh,benzinga,MU,https://www.benzinga.com/markets/asia/23/06/32888947/Micron-Plans-To-Inject-$600M-In-Chinese-Chip-Packaging-Plant-Amid-Beijing-Restrictions
32888986,2023-06-16T12:37:50Z,2023-06-16T12:37:51Z,US Chipmaker Micron Reportedly Closes In On Billion-Dollar Investment In India Plant,This story was originally published on the Benzinga India Portal.,Arpit Nayak,benzinga,MU,https://www.benzinga.com/news/23/06/32888986/us-chipmaker-micron-reportedly-closes-in-on-billion-dollar-investment-in-india-plant
32890318,2023-06-16T12:59:15Z,2023-06-16T12:59:15Z,"Micron Expands Geographic Reach, Eyeing Billion-Dollar Indian Semiconductor Venture",Micron Technology Inc. (NASDAQ: MU) intends to invest at least $1 billion in setting up a semiconductor packaging factory in India.,Akanksha Bakshi,benzinga,MU,https://www.benzinga.com/news/23/06/32890318/micron-expands-geographic-reach-eyeing-billion-dollar-indian-semiconductor-venture
32892461,2023-06-16T13:33:19Z,2023-06-16T13:33:19Z,"UK Gives Nod To Roomba Maker IRobot-Amazon Deal, Micron Plans To Invest In China Despite Restrictions, Baidu Secures Regulatory Nod for Self-Driving Taxi: Today's Top Stories",Benzinga,Vandana Singh,benzinga,"AMZN,BABA,BIDU,F,GM,GSK,INTC,IRBT,MDLZ,META,MU,ORCL,SPY,T,TM",https://www.benzinga.com/news/23/06/32892461/uk-gives-nod-to-roomba-maker-irobot-amazon-deal-micron-plans-to-invest-in-china-despite-restrictions
32892891,2023-06-16T13:33:18Z,2023-06-16T13:33:19Z,"Micron Technology Believe That Approximately Half Of That China HQ Customer Revenue, Which Equates To A Low-Double-Digit Percentage Of Micron's Worldwide Revenue, Is Now At Risk Of Being Impacted",,Happy Mohamed,benzinga,"FXI,MU",https://www.benzinga.com/news/23/06/32892891/micron-technology-believe-that-approximately-half-of-that-china-hq-customer-revenue-which-equates-to
32892908,2023-06-16T13:34:39Z,2023-06-16T13:34:39Z,"Micron Technology Says Impact Of May 21, Conclusion By Cybersecurity Administration Of China On Business Of Co Continues To Remain Uncertain And Fluid;  Long-term Goal Is To Retain Its Worldwide Dram And Nand Share",,Benzinga Newsdesk,benzinga,"FXI,MU",https://www.benzinga.com/news/23/06/32892908/micron-technology-says-impact-of-may-21-conclusion-by-cybersecurity-administration-of-china-on-busin
32892916,2023-06-16T13:35:18Z,2023-06-16T13:35:19Z,Micron Technology Inc Says Working To Mitigate Impact Over Time And Expects Increased Quarter-To-quarter Revenue Variability; Now Believe About Half Of China HQ Customer Revenue Is Now At Risk Of Being Impacted,,Benzinga Newsdesk,benzinga,"FXI,MU",https://www.benzinga.com/news/23/06/32892916/micron-technology-inc-says-working-to-mitigate-impact-over-time-and-expects-increased-quarter-to-qua
32892929,2023-06-16T13:35:49Z,2023-06-16T13:35:49Z,Micron Says Many Customers Are Being Contacted By Critical Information Infrastructure Operators/ Government Representatives In China About Future Use Of Micron Products,,Benzinga Newsdesk,benzinga,"FXI,MU",https://www.benzinga.com/news/23/06/32892929/micron-says-many-customers-are-being-contacted-by-critical-information-infrastructure-operators-gove
32894871,2023-06-16T15:07:45Z,2023-06-16T15:07:46Z,"Wedbush Reiterates Outperform on Micron Technology, Maintains $65 Price Target",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32894871/wedbush-reiterates-outperform-on-micron-technology-maintains-65-price-target
32890760,2023-06-16T11:52:03Z,2023-06-16T15:30:56Z,Micron shares are trading higher following reports suggesting the company is planning a roughly $600 million investment in a China facility.,,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/wiim/23/06/32890760/micron-shares-are-trading-higher-following-reports-suggesting-the-company-is-planning-a-roughly-600
32896207,2023-06-16T16:04:53Z,2023-06-16T21:21:25Z,How To Earn $500 A Month From Micron Technology Stock," Boise, Idaho-based computer memory and data storage producer Micron Technology Inc (NASDAQ:MU) saw a setback Friday as its shares fell more than 5% before slightly recovering.",AJ Fabino,benzinga,MU,https://www.benzinga.com/trading-ideas/long-ideas/23/06/32896207/how-to-earn-500-from-micron-technology-stock
32928230,2023-06-20T15:33:41Z,2023-06-20T15:33:42Z,"India Cabinet Backs Micron Technology $2.7B Chip Packaging, Testing Plant In Gujarat",,Happy Mohamed,benzinga,"INDA,MU",https://www.benzinga.com/news/23/06/32928230/india-cabinet-backs-micron-technology-2-7b-chip-packaging-testing-plant-in-gujarat
32936011,2023-06-20T20:47:08Z,2023-06-20T20:47:09Z,Looking At Micron Technology's Recent Unusual Options Activity, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/markets/options/23/06/32936011/looking-at-micron-technologys-recent-unusual-options-activity
32941660,2023-06-21T13:28:05Z,2023-06-21T13:28:05Z,Micron Braces For Chip Testing Debut In India As Country Ratifies $2.7B Project,The Indian government cabinet has approved U.S.,Anusuya Lahiri,benzinga,"FDX,MA,MU",https://www.benzinga.com/government/23/06/32941660/micron-braces-for-chip-testing-debut-in-india-as-country-ratifies-2-7b-project
32959740,2023-06-22T06:39:01Z,2023-06-22T06:39:02Z,"Micron Technology, US Chipmakers Receive Invitation from Narendra Modi to Boost Semiconductor Production In India",This story was first published on the Benzinga India Portal.,Shomik Sen Bhattacharjee,benzinga,"AMAT,MU",https://www.benzinga.com/news/23/06/32959740/micron-technology-us-chipmakers-receive-invitation-from-narendra-modi-to-boost-semiconductor-product
32964479,2023-06-22T13:20:27Z,2023-06-22T13:20:28Z,Micron Braces For Semiconductor Assembly and Test Facility in India; To Invest Up To $825M,"Micron Technology, Inc (NASDAQ: MU) disclosed plans to build a new assembly and test facility ",Anusuya Lahiri,benzinga,MU,https://www.benzinga.com/news/23/06/32964479/micron-braces-for-semiconductor-assembly-and-test-facility-in-india-to-invest-up-to-825m
32972946,2023-06-22T17:55:16Z,2023-06-22T17:55:17Z,"India's Modi Says Decision By Micron, Google, Applied Materials To Invest In India Shows The Future Of India-U.S. Partnership",,Benzinga Newsdesk,benzinga,"AMAT,GOOG,GOOGL,MU",https://www.benzinga.com/news/23/06/32972946/indias-modi-says-decision-by-micron-google-applied-materials-to-invest-in-india-shows-the-future-of
32974754,2023-06-22T19:30:28Z,2023-06-22T19:30:29Z,$1000 Invested In Micron Technology 10 Years Ago Would Be Worth This Much Today, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/32974754/1000-invested-in-micron-technology-10-years-ago-would-be-worth-this-much-today
32979348,2023-06-23T04:56:42Z,2023-06-23T04:56:43Z,"Jim Cramer Shares Game Plan For 'Important Week' Ahead As Nike, Micron Gear Up To Report Earnings", ,Bhavik Nair,benzinga,"CCL,GIS,MU,NKE,STZ,WBA",https://www.benzinga.com/markets/equities/23/06/32979348/jim-cramer-shares-game-plan-for-important-week-ahead-as-nike-micron-gear-up-to-report-earnings
32991857,2023-06-23T20:09:24Z,2023-06-23T20:09:25Z,S&P 500 Breaks Winning Streak As Powell Warns Of More Interest Rate Hikes Ahead; Bitcoin Rallies Over 20%, ,Natan Ponieman,benzinga,"FDX,GIS,MU,NKE,STZ,WBA",https://www.benzinga.com/news/earnings/23/06/32991857/s-p-500-breaks-winning-streak-as-powell-warns-of-more-interest-rate-hikes-ahead-bitcoin-rallies-ove
33006909,2023-06-26T14:25:52Z,2023-06-26T14:25:53Z,"Stifel Maintains Hold on Micron Technology, Raises Price Target to $65",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33006909/stifel-maintains-hold-on-micron-technology-raises-price-target-to-65
33008094,2023-06-26T17:01:58Z,2023-06-26T17:01:59Z,Cyclical DRAM Play and AI-Driven Shifts: Analyst Eyes Micron Technology's Potential for 2024,"Rosenblatt analyst Hans Mosesmann expects Micron Technology, Inc&#39;s (NASDAQ: MU) earnings to align roughly with expectations this Wednesday.",Anusuya Lahiri,benzinga,MU,https://www.benzinga.com/analyst-ratings/analyst-color/23/06/33008094/cyclical-dram-play-and-ai-driven-shifts-analyst-eyes-micron-technologys-potential-f
33025185,2023-06-27T14:00:25Z,2023-06-27T14:00:26Z,A Preview Of Micron Technology's Earnings, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/33025185/a-preview-of-micron-technologys-earnings
33028895,2023-06-27T16:03:04Z,2023-06-27T16:03:04Z,This Is What Whales Are Betting On Micron Technology, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/markets/options/23/06/33028895/this-is-what-whales-are-betting-on-micron-technology
33029531,2023-06-27T19:54:18Z,2023-06-27T19:54:18Z,Micron's Potential Revenue Decline Offset by Upcoming Cyclical Recovery: Analyst,"Raymond James analyst Srini Pajjuri reiterates an Outperform rating on Micron Technology, Inc (NASDAQ: ",Anusuya Lahiri,benzinga,MU,https://www.benzinga.com/news/23/06/33029531/microns-potential-revenue-decline-offset-by-upcoming-cyclical-recovery-analyst
33036358,2023-06-28T01:16:42Z,2023-06-28T01:16:42Z,'U.S. Considers New Curbs On AI Chip Exports To China; Restrictions Come Amid Concerns That China Could Use AI Chips From Nvidia And Others For Weapon Development And Hacking' - WSJ,,Happy Mohamed,benzinga,"AMD,ASML,AVGO,FXI,INTC,LRCX,MU,NVDA,NXPI,ON,QCOM,SOXX,SPY,TSM",https://www.benzinga.com/economics/macro-economic-events/23/06/33036358/u-s-considers-new-curbs-on-ai-chip-exports-to-china-restrictions-come-amid-concer
33036590,2023-06-28T02:43:21Z,2023-06-28T03:03:52Z,Tesla And Nvidia Lead The Charge As Stocks Surge: Top Trends Of The Day, ,Benzinga Newsbot,benzinga,"AMD,ASTS,BDTX,MU,NVDA,SNX,TSLA,TSM",https://www.benzinga.com/news/23/06/33036590/tesla-and-nvidia-lead-the-charge-as-stocks-surge-top-trends-of-the-day
33037055,2023-06-28T06:32:32Z,2023-06-28T07:16:20Z,Fear & Greed Index Moves To 'Extreme Greed' Zone After Dow Jumps Over 200 Points,"The CNN Money Fear and Greed index moved to the &#34;Extreme Greed&#34; zone on Tuesday.

U.S. stocks closed higher on Tuesday, with the Dow Jones recording gain for the first time in seven days.",Lisa Levin,benzinga,"GIS,MU,UNF,WBA",https://www.benzinga.com/news/earnings/23/06/33037055/fear-greed-index-moves-to-extreme-greed-zone-after-dow-jumps-over-200-points
33037423,2023-06-28T08:12:04Z,2023-06-28T08:12:05Z,"General Mills, Micron Technology And 3 Stocks To Watch Heading Into Wednesday","With U.S. stock futures trading lower this morning on Wednesday, some of the stocks that may grab investor focus today are as follows:
",Lisa Levin,benzinga,"AVAV,GIS,MU,TOVX,UNF",https://www.benzinga.com/news/earnings/23/06/33037423/general-mills-micron-technology-and-3-stocks-to-watch-heading-into-wednesday
33037491,2023-06-28T09:41:32Z,2023-06-28T09:41:33Z,"Earnings Scheduled For June 28, 2023","Companies Reporting Before The Bell

• General Mills (NYSE:GIS) is estimated to report quarterly earnings at $1.07 per share on revenue of $5.17 billion.",Benzinga Insights,benzinga,"AEMD,AOUT,BB,CNXC,CULP,FC,FUL,GB,GIS,MU,SSU,UNF,VTGN,WOR",https://www.benzinga.com/news/earnings/23/06/33037491/earnings-scheduled-for-june-28-2023
33039350,2023-06-28T17:20:14Z,2023-06-28T17:20:20Z,"Stocks Hold Steady, US Mulls China Chip Restrictions, Powell Sounds Hawkish: What's Driving Markets Wednesday","Stocks were mixed on Wednesday, with technology holding up better than the premarket predicted, despite a Wall Street Journal report that the U.S.",Shanthi Rexaline,benzinga,"AMD,BB,BTCUSD,CCL,DIA,FEZ,FUL,FXE,GIS,GLD,MU,NCLH,NFLX,NVDA,PINS,QQQ,ROIV,ROIVW,SLV,SPY,TLT,USO,UUP,WOR,XLB,XLK,XLU,XLY",https://www.benzinga.com/markets/equities/23/06/33039350/nasdaq-s-p-500-futures-slip-ahead-of-powell-speech-bank-stress-test-results-why-this-analyst-rat
33047709,2023-06-28T17:38:43Z,2023-06-28T17:38:44Z,10 Information Technology Stocks Whale Activity In Today's Session, ,Benzinga Insights,benzinga,"AAPL,AVGO,FTNT,IONQ,MSFT,MU,NVDA,ORCL,SNOW,U",https://www.benzinga.com/markets/options/23/06/33047709/10-information-technology-stocks-whale-activity-in-todays-session
33049743,2023-06-28T20:02:17Z,2023-06-28T20:02:17Z,"Micron Technology Q3 Adj. EPS $(1.43) Beats $(1.58) Estimate, Sales $3.75B Beat $3.65B Estimate",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/33049743/micron-technology-q3-adj-eps-1-43-beats-1-58-estimate-sales-3-75b-beat-3-65b-estimate
33049767,2023-06-28T20:03:21Z,2023-06-28T20:03:22Z,"Micron Sees Q4 Adj. EPS $(1.26)-$(1.12) vs $(1.06) Est., Revenue $3.7B-$4.1B vs $3.89B Est.",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33049767/micron-sees-q4-adj-eps-1-26-1-12-vs-1-06-est-revenue-3-7b-4-1b-vs-3-89b-est
33049812,2023-06-28T20:05:09Z,2023-06-28T20:05:10Z,Recap: Micron Technology Q3 Earnings, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/33049812/recap-micron-technology-q3-earnings
33050038,2023-06-28T20:12:27Z,2023-06-28T20:12:28Z,"Micron Continues To Expect Capital Expenditures To Be About $7B For Fiscal Year, Thus Near $1B In Fiscal Q4",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33050038/micron-continues-to-expect-capital-expenditures-to-be-about-7b-for-fiscal-year-thus-near-1b-in-fisca
33050048,2023-06-28T20:13:23Z,2023-06-28T20:13:24Z,Micron Expects To Produce Fewer NAND Bits In Calendar 2023 Than In Calendar 2022,,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33050048/micron-expects-to-produce-fewer-nand-bits-in-calendar-2023-than-in-calendar-2022
33050441,2023-06-28T20:28:15Z,2023-06-28T20:28:16Z,"Micron Turns In Better-Than-Expected Q3 Results, Shares Jump",Micron Technology Inc (NASDAQ: MU) shares are trading higher in Wednesday&#39;s after-hours session on the heels of the company&#39;s third-quarter report.,Adam Eckert,benzinga,MU,https://www.benzinga.com/news/23/06/33050441/micron-turns-in-better-than-expected-q3-results-shares-jump
